Ticker,Momentum,Rank_Mom,Group_Rank_1_to_100,Score,FIP,Close,Positive,Negative
DOMS,-4.572692539714451,233.0,47.0,54.0,,2372.8,45.90163934426229,54.09836065573771
GRAVITA,-4.643478260869561,234.0,47.0,54.0,,1644.9,45.08196721311475,54.91803278688525
LICI,-4.6978373269583535,235.0,47.0,54.0,,857.1,47.540983606557376,52.459016393442624
AEGISLOG,-4.800650935720096,236.0,48.0,53.0,,702.0,39.34426229508197,60.65573770491803
CAMS,-4.861065920478946,237.0,48.0,53.0,,731.0,47.540983606557376,51.63934426229508
IRB,-5.246636771300461,238.0,48.0,53.0,,42.26,50.0,49.18032786885246
ANGELONE,-5.277859453102041,239.0,48.0,53.0,,2577.2,50.81967213114754,49.18032786885246
NBCC,-5.361039946864032,240.0,48.0,53.0,,99.74,45.08196721311475,54.91803278688525
IGIL,-5.480458419042034,241.0,49.0,52.0,,321.65,40.98360655737705,59.01639344262295
CESC,-5.482469558832537,242.0,49.0,52.0,,154.47,46.72131147540984,53.278688524590166
GRSE,-5.593260004680555,243.0,49.0,52.0,,2420.4,41.80327868852459,58.19672131147541
GLAXO,-5.691583072663864,244.0,49.0,52.0,,2623.0,45.90163934426229,54.09836065573771
LTFOODS,-5.72057205720572,245.0,49.0,52.0,,428.5,48.36065573770492,51.63934426229508
ALIVUS,-5.724045129903743,246.0,50.0,51.0,,910.8,45.08196721311475,54.91803278688525
OBEROIRLTY,-6.168145331643437,247.0,50.0,51.0,,1554.7,49.18032786885246,50.81967213114754
COROMANDEL,-6.2872023809523725,248.0,50.0,51.0,,2267.1,49.18032786885246,50.81967213114754
HAL,-6.297556172231666,249.0,50.0,51.0,,4187.0,49.18032786885246,50.81967213114754
HOMEFIRST,-6.408831003811944,250.0,50.0,51.0,,1178.5,45.08196721311475,54.91803278688525
WOCKPHARMA,-6.424054890353825,251.0,51.0,50.0,,1391.1,40.98360655737705,59.01639344262295
HBLENGINE,-6.496622261506413,252.0,51.0,50.0,,740.5,53.278688524590166,46.72131147540984
FORTIS,-6.556356657502982,253.0,51.0,50.0,,900.75,44.26229508196721,54.91803278688525
PRESTIGE,-6.670355342432066,254.0,51.0,50.0,,1518.1,48.36065573770492,51.63934426229508
RVNL,-6.741233373639666,255.0,51.0,50.0,,308.5,38.52459016393443,61.47540983606557
SBICARD,-6.777900012223448,256.0,52.0,49.0,,762.65,46.72131147540984,51.63934426229508
FINPIPE,-6.923720884424089,257.0,52.0,49.0,,189.01,45.90163934426229,54.09836065573771
BHARTIHEXA,-6.932145073044172,258.0,52.0,49.0,,1650.0,47.540983606557376,51.63934426229508
CGCL,-6.982504215851604,259.0,52.0,49.0,,176.51,47.540983606557376,52.459016393442624
CREDITACC,-7.063224292210668,260.0,52.0,49.0,,1267.1,45.90163934426229,54.09836065573771
NHPC,-7.189463508941518,261.0,53.0,48.0,,76.81,44.26229508196721,55.73770491803278
WELCORP,-7.201787555861127,262.0,53.0,48.0,,809.85,40.98360655737705,59.01639344262295
HDFCBANK,-7.262850819837041,263.0,53.0,48.0,,921.9,44.26229508196721,55.73770491803278
SHYAMMETL,-7.449055010030625,264.0,53.0,48.0,,876.55,48.36065573770492,51.63934426229508
NUVAMA,-7.506017944416088,265.0,53.0,48.0,,1268.0,47.540983606557376,52.459016393442624
ZENTEC,-7.541722413914509,266.0,54.0,47.0,,1313.0,45.90163934426229,54.09836065573771
ASIANPAINT,-7.5522353215828115,267.0,54.0,47.0,,2376.0,49.18032786885246,50.81967213114754
ZYDUSLIFE,-7.591782772297362,268.0,54.0,47.0,,908.65,50.81967213114754,49.18032786885246
RHIM,-7.600281491907113,269.0,54.0,47.0,,459.55,40.98360655737705,58.19672131147541
ADANIENT,-7.807814286638914,270.0,54.0,47.0,,2136.6,45.08196721311475,53.278688524590166
GLAND,-7.918295945667831,271.0,55.0,46.0,,1789.7,44.26229508196721,55.73770491803278
CHOLAHLDNG,-8.041469703480864,272.0,55.0,46.0,,1711.9,43.44262295081967,56.557377049180324
SUNDRMFAST,-8.046439161682672,273.0,55.0,46.0,,914.8,40.98360655737705,59.01639344262295
JSWENERGY,-8.048895157498826,274.0,55.0,46.0,,488.95,50.81967213114754,49.18032786885246
NAVA,-8.077341592031473,275.0,55.0,46.0,,549.1,43.44262295081967,56.557377049180324
TRITURBINE,-8.105569644031185,276.0,56.0,45.0,,489.2,41.80327868852459,58.19672131147541
KFINTECH,-8.137659078687932,277.0,56.0,45.0,,1025.0,45.08196721311475,54.91803278688525
ECLERX,-8.203213113110607,278.0,56.0,45.0,,3662.6,47.540983606557376,52.459016393442624
GODIGIT,-8.246145374449332,279.0,56.0,45.0,,333.25,46.72131147540984,53.278688524590166
GAIL,-8.275320008982712,280.0,56.0,45.0,,163.38,45.90163934426229,54.09836065573771
RAILTEL,-8.319421257651637,281.0,57.0,44.0,,329.5,38.52459016393443,60.65573770491803
HFCL,-8.330011956954952,282.0,57.0,44.0,,69.0,45.90163934426229,54.09836065573771
RECLTD,-8.38912957857425,283.0,57.0,44.0,,348.9,47.540983606557376,51.63934426229508
IOB,-8.416360776088094,284.0,57.0,44.0,,34.93,42.62295081967213,56.557377049180324
LATENTVIEW,-8.61120861120861,285.0,57.0,44.0,,390.55,42.62295081967213,56.557377049180324
JBMA,-8.796080261315907,286.0,58.0,43.0,,586.35,41.80327868852459,58.19672131147541
TRIDENT,-8.848945731075009,287.0,58.0,43.0,,26.37,36.885245901639344,63.114754098360656
DALBHARAT,-9.008701586759948,288.0,58.0,43.0,,2133.2,43.44262295081967,55.73770491803278
TATAINVEST,-9.309028027955913,289.0,58.0,43.0,,629.35,39.34426229508197,60.65573770491803
ACE,-9.346869373874767,290.0,58.0,43.0,,906.35,45.08196721311475,54.91803278688525
AADHARHFC,-9.408341416100875,291.0,59.0,42.0,,467.0,47.540983606557376,52.459016393442624
JINDALSAW,-9.559467081590977,292.0,59.0,42.0,,186.0,42.62295081967213,57.377049180327866
NIVABUPA,-9.637268847795156,293.0,59.0,42.0,,76.23,40.16393442622951,59.01639344262295
SOLARINDS,-9.790499896287075,294.0,59.0,42.0,,13047.0,45.90163934426229,54.09836065573771
COLPAL,-9.7941862932315,295.0,59.0,42.0,,2125.7,45.90163934426229,54.09836065573771
TITAGARH,-9.829085457271368,296.0,60.0,41.0,,751.8,46.72131147540984,53.278688524590166
KIMS,-9.887936717205015,297.0,60.0,41.0,,683.5,43.44262295081967,55.73770491803278
HUDCO,-9.949158076402808,298.0,60.0,41.0,,193.06,49.18032786885246,50.81967213114754
HAVELLS,-9.94961413355444,299.0,60.0,41.0,,1411.9,48.36065573770492,51.63934426229508
PAYTM,-10.272435897435905,300.0,60.0,41.0,,1119.8,45.90163934426229,54.09836065573771
INFY,-10.352893998128598,301.0,61.0,40.0,,1341.3,45.08196721311475,54.09836065573771
CONCOR,-10.421524663677129,302.0,61.0,40.0,,499.4,48.36065573770492,50.0
DEEPAKNTR,-10.795172755827409,303.0,61.0,40.0,,1618.8,41.80327868852459,58.19672131147541
CASTROLIND,-10.949394360128306,304.0,61.0,40.0,,186.0,42.62295081967213,57.377049180327866
JUBLINGREA,-11.076309794988603,305.0,61.0,40.0,,624.6,45.08196721311475,54.91803278688525
